Model	Annotation	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
baseline.all_genes	Adipose_Visceral_(Omentum)	L2_0	0.18616966935456677	0.17891538924451073	0.009529433491762263	0.9610340388141313	0.05118682073615932	0.4446442617647117	-6.88532742720626e-09	1.9152539912907026e-09	-3.5949944281626016
baseline.all_genes	Adrenal_Gland	L2_0	0.16033828320969126	0.17994723270190555	0.012623237657761207	1.1222973646697314	0.07872878145547105	0.12185603100361553	-1.7520510834176136e-09	2.8544859668609077e-09	-0.6137886483794324
baseline.all_genes	Artery_Coronary	L2_0	0.19105680623516333	0.20478628140746047	0.008882670204216136	1.0718606965270745	0.04649229922373376	0.11768081764534667	-4.140995580649469e-09	1.495136073998932e-09	-2.7696446180807133
baseline.all_genes	Adipose_Subcutaneous	L2_0	0.19589663687883513	0.20375431999330576	0.010224736812958603	1.0401113732204128	0.05219455002324899	0.44066184967577204	-3.746846622117447e-09	1.9936221633632218e-09	-1.8794166171369964
baseline.all_genes	Artery_Aorta	L2_0	0.19223694586908352	0.20497625656077548	0.009049743913753917	1.0662687946591058	0.04707598673522903	0.1553739370081238	-4.506360324149769e-09	1.5811586633469615e-09	-2.850036766462643
baseline.all_genes	Brain_Amygdala	L2_0	0.2346412836832569	0.290474308683971	0.011339989255558208	1.237950560635712	0.04832904541583612	5.796394741375826e-07	3.5448933468846145e-09	1.750942562478597e-09	2.024562897064161
baseline.all_genes	Brain_Anterior_cingulate_cortex_(BA24)	L2_0	0.23430359767286865	0.30596217333382686	0.010429162715194801	1.3058364291998916	0.04451132128903906	1.6338251994507018e-10	6.349334282913079e-09	1.8247618251250217e-09	3.4795413820530037
baseline.all_genes	Bladder	L2_0	0.1878433371765457	0.19529446660299754	0.00992436138642085	1.0396667219527136	0.05283318288310316	0.4498327550863287	-3.912929725921443e-09	1.7723188591601015e-09	-2.2078023408134206
baseline.all_genes	Artery_Tibial	L2_0	0.20418864854971994	0.2457112898457131	0.011875524049676588	1.2033543078467577	0.058159570250473046	0.0005366111917923943	8.359850461805921e-10	2.137142392538969e-09	0.3911695585184779
baseline.all_genes	Brain_Caudate_(basal_ganglia)	L2_0	0.22539358537492457	0.2973805947116599	0.010362634399206793	1.319383576142997	0.045975728998539876	9.4726650670919e-11	6.784847457939855e-09	1.8168453861043757e-09	3.7344110345502304
baseline.all_genes	Brain_Cerebellar_Hemisphere	L2_0	0.1992875882022271	0.2605116637256317	0.010913061601136635	1.3072146944810104	0.054760367665559806	2.8435846918245453e-08	6.047167553372885e-09	1.8022630577329551e-09	3.3553190403733537
baseline.all_genes	Brain_Cerebellum	L2_0	0.19580504395202342	0.2548964549660651	0.011054227789704604	1.301786970454757	0.056455275955062396	1.033296131354166e-07	5.761973856888232e-09	1.833017637787608e-09	3.143436123093035
baseline.all_genes	Brain_Frontal_Cortex_(BA9)	L2_0	0.23468959643586088	0.3119060522164052	0.01050139934155488	1.3290152480263313	0.04474590906898101	1.9317365881554417e-11	7.739607862962284e-09	1.8191775785212204e-09	4.254454295360041
baseline.all_genes	Brain_Cortex	L2_0	0.22672352809243973	0.28957259016677445	0.011461287103561613	1.2772057342399412	0.05055182053663445	3.2758860225945765e-08	5.229384152849941e-09	1.8643486498438863e-09	2.804938954571523
baseline.all_genes	Brain_Hippocampus	L2_0	0.23564863812557257	0.2963115172466362	0.012064454635048056	1.2574293643434407	0.05119679337429119	4.325932735554603e-07	4.6237885854480445e-09	1.863703934116055e-09	2.4809673364997664
baseline.all_genes	Brain_Putamen_(basal_ganglia)	L2_0	0.22555596990451018	0.29979663261364387	0.010167125711028737	1.3291451906174938	0.04507584399265965	1.0539991451140036e-11	7.021505305763834e-09	1.7712829220366697e-09	3.9640789274309234
baseline.all_genes	Brain_Substantia_nigra	L2_0	0.2296353779525089	0.28188544564064205	0.010990544060142146	1.2275349214655376	0.047860848611990046	1.4052878372850843e-06	3.4122221821400827e-09	1.7026230053040698e-09	2.0040973083942895
baseline.all_genes	Brain_Nucleus_accumbens_(basal_ganglia)	L2_0	0.2259516983190685	0.29987008186504965	0.010148363566841371	1.327142411833525	0.04491386275181155	4.035531182377123e-11	7.262985562156197e-09	1.8347505513584054e-09	3.9585684041783535
baseline.all_genes	Brain_Hypothalamus	L2_0	0.2325036121331439	0.2977123790344295	0.010649093970898704	1.2804634573330567	0.04580184313351857	1.1294889275500033e-08	6.0113700443465205e-09	1.8668038298434785e-09	3.2201401926899527
baseline.all_genes	Brain_Spinal_cord_(cervical_c-1)	L2_0	0.22386200401633308	0.2630230944473259	0.010508622440205171	1.1749340653098757	0.04694241207381695	0.00016233645950510038	1.3369562599153484e-09	1.6550619528254633e-09	0.8077983169348699
baseline.all_genes	Cervix_Ectocervix	L2_0	0.17030144641335687	0.16836333385404556	0.009485864515475066	0.9886195179187902	0.05570043423149154	0.8379610923576004	-6.519272434928517e-09	1.9429710831820536e-09	-3.3553110961650225
baseline.all_genes	Breast_Mammary_Tissue	L2_0	0.1879322460615461	0.19211667049860076	0.011023842644591645	1.0222656011660942	0.05865860104168306	0.7030945376747066	-4.1399922845838955e-09	2.1582049942974328e-09	-1.918257207041447
baseline.all_genes	Cervix_Endocervix	L2_0	0.1697624572671187	0.18675727433474026	0.012566034548540467	1.1001093960420265	0.07402128097596984	0.17655391031126827	-2.1904650068364863e-09	2.7310710398673854e-09	-0.8020534709133199
baseline.all_genes	Cells_Transformed_fibroblasts	L2_0	0.17993782752649276	0.1787955665695037	0.01024816254076715	0.9936519131486076	0.05695390836736808	0.9112219921847877	-5.914157380288635e-09	2.0983679501576476e-09	-2.8184558288951718
baseline.all_genes	Cells_EBV-transformed_lymphocytes	L2_0	0.1639595588710182	0.16565115816907244	0.008774182583909216	1.010317174001334	0.053514309530507995	0.8469626450984961	-4.11973144167483e-09	1.8885120399135196e-09	-2.1814695138843194
baseline.all_genes	Esophagus_Mucosa	L2_0	0.1602169980703417	0.16509651225126193	0.008311201892512256	1.030455658511202	0.05187465744966276	0.5570292132478946	-3.919616714927313e-09	1.828857562374019e-09	-2.1432050234898026
baseline.all_genes	Esophagus_Muscularis	L2_0	0.18017754601076738	0.22033559910642753	0.010663853312994524	1.2228804531129551	0.05918525115419906	0.00016221419961758759	2.634598338307166e-10	1.972573009992446e-09	0.13356151204346323
baseline.all_genes	Esophagus_Gastroesophageal_Junction	L2_0	0.178522834234081	0.21435095065262816	0.01120950377973515	1.2006920659324116	0.06279030818565838	0.001362134007912442	-4.223390236125707e-10	2.061782174089246e-09	-0.20484172815158375
baseline.all_genes	Colon_Sigmoid	L2_0	0.17834686174282552	0.19889535373353645	0.009576362139052644	1.1152164483855156	0.05369515362071056	0.031281447819546865	-3.4690315460874573e-09	1.7558559101076604e-09	-1.9756926101497436
baseline.all_genes	Colon_Transverse	L2_0	0.15940658519593254	0.1716454079411197	0.010152719730641288	1.0767773974340142	0.0636907171567737	0.2270848657608944	-3.164334628904531e-09	1.971935612789114e-09	-1.6046845588578234
baseline.all_genes	Heart_Atrial_Appendage	L2_0	0.1964800804675735	0.19811666778526113	0.009324961516840802	1.008329533018273	0.04746008600286463	0.860228687946602	-5.729829027711287e-09	1.6135031840068643e-09	-3.5511730528366345
baseline.all_genes	Liver	L2_0	0.16074541880194773	0.17142855968146078	0.00994997967796577	1.0664600021520714	0.061898993776146154	0.28197129129844006	-1.667058461301798e-09	2.1078638509577207e-09	-0.7908757771733501
baseline.all_genes	Kidney_Cortex	L2_0	0.1667157343060301	0.17723761923193831	0.011110155146672856	1.0631127287997535	0.06664131128906291	0.3443506953431831	-3.373236250962693e-09	2.22698839981432e-09	-1.514707598496671
baseline.all_genes	Fallopian_Tube	L2_0	0.16252980334864411	0.18150091575357508	0.010948331116963408	1.1167238993345476	0.0673619907942548	0.085407776712828	-1.3113019558820745e-09	2.5240756495004872e-09	-0.5195176920079951
baseline.all_genes	Heart_Left_Ventricle	L2_0	0.18812063224617898	0.21463035816840648	0.010492819500977314	1.1409187583823144	0.05577707971577604	0.010438389104668497	-1.2723262007638944e-09	1.8622470658857344e-09	-0.6832209453146552
baseline.all_genes	Muscle_Skeletal	L2_0	0.17159532231903227	0.1900831150570665	0.008766618443905062	1.1077406568441386	0.05108891271293544	0.03302734287519726	-3.1791109120996833e-09	1.5208256905779553e-09	-2.0903848033311
baseline.all_genes	Minor_Salivary_Gland	L2_0	0.17156495909604155	0.16865318928694548	0.00821442749544003	0.983028178805055	0.04787940112433809	0.7232202157151193	-5.450192953170622e-09	1.6735535349258464e-09	-3.2566588635672864
baseline.all_genes	Ovary	L2_0	0.16491172270358834	0.1827686651466835	0.011169089270406217	1.1082818258783893	0.06772768537796123	0.1123698931638016	-1.5395954017487679e-09	2.4413072239459044e-09	-0.630643856146998
baseline.all_genes	Nerve_Tibial	L2_0	0.18915130430173058	0.21392794711957286	0.011550173689499097	1.1309884851669807	0.061063145888090094	0.032677144620485286	-6.531540363450068e-10	2.2443179523344705e-09	-0.29102562569871887
baseline.all_genes	Lung	L2_0	0.17971320677740688	0.1701018812870904	0.008560407448801178	0.9465185354895976	0.047633713750398515	0.26649617037660894	-7.063554627714023e-09	1.6018135487773327e-09	-4.4097233620639855
baseline.all_genes	Skin_Sun_Exposed_(Lower_leg)	L2_0	0.1589313420427135	0.17201867042679925	0.008331110495855698	1.0823457992355496	0.052419556701513756	0.1146747472157189	-2.7518250832117574e-09	1.7732995842245694e-09	-1.5518105951708543
baseline.all_genes	Pancreas	L2_0	0.16479765092660673	0.17101513171545185	0.010161504347383407	1.0377279697488777	0.06166049267236747	0.5400037469617913	3.197270624869335e-10	2.2252403264514304e-09	0.1436820368057949
baseline.all_genes	Skin_Not_Sun_Exposed_(Suprapubic)	L2_0	0.15714125390716804	0.16567105266027915	0.007613922997435106	1.0542810913176888	0.04845273159098672	0.2625845490660506	-3.8622569851746124e-09	1.6297543749731435e-09	-2.3698399246440176
baseline.all_genes	Pituitary	L2_0	0.16201782237313248	0.19598764055828463	0.01004865910344137	1.209667169250791	0.06202193657620562	0.0009367326440704103	2.7215938031755607e-09	2.248379676513364e-09	1.2104689575365781
baseline.all_genes	Prostate	L2_0	0.14774442352569359	0.16856809152497887	0.009208455910596741	1.1409438508903447	0.06232692707346304	0.022943849689863433	-1.2497310724880385e-09	2.046724562075152e-09	-0.6106005154015202
baseline.all_genes	Spleen	L2_0	0.1480232283688457	0.1663579392603169	0.01089872980230881	1.1238637414783617	0.07362851035211346	0.09284515347877469	2.123623381936218e-10	2.5355389850339442e-09	0.08375431789733608
baseline.all_genes	Thyroid	L2_0	0.1671262249505507	0.17977953154725274	0.009749298431481378	1.0757110776626821	0.05833494075729886	0.19408897313170664	-3.2620317766626453e-09	1.9312181871705264e-09	-1.6891057666777287
